Nested Section Name,Link
1202.19(c)(iv) - Amending Descriptions of Repeating-Pattern Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_22805_60.html
1202.19(c)(v) - Amendments in Applications Based on Section 44 or Section 66(a),https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_228cf_23d.html
1202.19(d) - Specimens for Repeating-Pattern Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_22a7b_12a.html
1202.19(e) - Failure-to-Function Refusal – Mark Not Inherently Distinctive,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_22f95_3e2.html
1202.19(e)(i) - Inherent Distinctiveness Determination,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_23182_309.html
1202.19(e)(i)(A) - Common or Widely Used Pattern,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_2324a_2dd.html
1202.19(e)(i)(B) - Pattern Creates a Distinct Commercial Impression Apart from Other Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_233ad_2b9.html
1202.19(e)(i)(C) - Nature of Elements in the Repeating Pattern,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_23426_9e.html
1202.19(e)(i)(D) - Industry Practice,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_2348a_1ea.html
1202.19(e)(i)(E) - Type of Product,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_234f9_2b0.html
1202.19(e)(ii) - Statutory Basis for Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_235ca_1ae.html
1202.19(e)(iii) - Response Options,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_237a1_d8.html
1202.19(f) - Failure-to-Function Refusal – Inconsistent Goods or Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_23a18_2f6.html
1202.19(f)(i) - Statutory Basis for Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_24b8e_3cb.html
1202.19(f)(ii) - Response Options,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_24cbf_1a2.html
1202.19(g) - Refusal – Application Seeks Registration of More than One Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_24d43_d2.html
1202.19(g)(i) - Statutory Basis for Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_24ddf_1c4.html
1202.19(g)(ii) - Response Options,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_24f36_b5.html
"1202.19(h) - Refusals in Applications Based on Section 1(b), Section 44, or Section 66(a)",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_24f9f_15d.html
1202.19(i) - Functional Repeating Patterns,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_253bd_313.html
1202.19(j) - Random Patterns,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_25578_240.html
1202.19(k) - Examples of Repeating-Pattern Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24d81_25643_35d.html
1203 - Refusal on Basis of Deceptive Matter and Matter which May Falsely Suggest a Connection,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3042.html
1203.01 - Other Refusals Under 15 U.S.C. §1052(a) No Longer Valid,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3054.html
1203.02 - Deceptive Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3152.html
1203.02(a) - Types of Deceptive Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3164.html
1203.02(b) - Elements of a §2(a) Deceptiveness Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3221.html
1203.02(c) - Distinction Between Marks Comprising Deceptive Matter (§2(a)) and Deceptively Misdescriptive Marks (§2(e)(1)),https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3243.html
1203.02(d) - Determining Materiality,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3294.html
1203.02(d)(i) - Objective Criteria,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3303.html
1203.02(d)(ii) - Mere Personal Preference,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3341.html
1203.02(e) - Procedures for Issuing §2(a) Deceptive Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3354.html
1203.02(e)(i) - When the Mark is Clearly Misdescriptive,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3358.html
1203.02(e)(ii) - When It is Not Clear Whether the Mark is Misdescriptive,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3377.html
1203.02(f) - Responding to a §2(a) Deceptiveness Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3420.html
1203.02(f)(i) - Amending the Identification of Goods or Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3424.html
1203.02(f)(ii) - Other Arguments,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3435.html
1203.02(g) - Deceptive Matter: Case References,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3464.html
1203.03 - Matter That May Falsely Suggest a Connection,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3540.html
1203.03(a) - Definitions,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3577.html
1203.03(a)(i) - “Persons”,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1ff5e_20725_7.html
1203.03(a)(ii) - “Institutions”,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1ff5e_22924_231.html
1203.03(a)(iii) - “National Symbols”,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3640.html
1203.03(b) - False Suggestion of a Connection,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3813.html
1203.03(b)(i) - Elements of a §2(a) False Suggestion of a Connection Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1ff5f_1203_03-c-i.html
1203.03(b)(ii) - Government Agencies and Instrumentalities,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1ff5f_1203_03ic-ii.html
1203.03(b)(iii) - False Suggestion of a Connection: Case References,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3921.html
"1204 - Refusal on Basis of Flag, Coat of Arms, or Other Insignia of United States, State or Municipality, or Foreign Nation",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3998.html
1204.01 - Flags and Simulations of Flags,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4030.html
1204.01(a) - Flags and Simulations of Flags Are Refused,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4034.html
1204.01(b) - Stylized Flag Designs Are Not Refused Under §2(b),https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4074.html
1204.01(c) - Case Law Finding No Simulation of a Flag,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4134.html
1204.01(d) - Description of the Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4146.html
1204.01(e) - Flags Not Presently Used as National Flags,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4152.html
1204.02 - Government Insignia,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4158.html
1204.02(a) - Designs that are Insignia Under §2(b) Must Be Refused,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4165.html
1204.02(b) - Examples of Insignia That Should Be Refused Under §2(b),https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4194.html
1204.02(c) - Examples of Designs That Should Not Be Refused Under §2(b),https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4215.html
1204.02(d) - Case Law Interpreting Insignia Under §2(b),https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4254.html
1204.03 - Other Refusals May be Appropriate,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4300.html
1204.04 - Responding to §2(b) Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4315.html
1204.04(a) - Absolute Bar to Registration,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4320.html
1204.04(b) - Deletion of §2(b) Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4328.html
1204.04(b)(i) - Examples of Matter That May and May Not Be Deleted,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4351.html
1204.05 - Resources,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4372.html
1205 - Refusal on Basis of Matter Protected by Statute or Convention,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4443.html
1205.01 - Statutory Protection,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4447.html
"1205.01(a) - Examination Procedures for Marks Comprising a Red Crystal or Red Crescent on a White Background, or the Phrases “Red Crescent” or “Third Protocol Emblem”",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4552.html
"1205.01(a)(i) - First Use After December 8, 2005",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4567.html
"1205.01(a)(ii) - First Use On or Before December 8, 2005 – Grandfather Clause",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4578.html
1205.01(a)(iii) - Date of First Use Not Specified,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4586.html
1205.01(a)(iv) - Applicable Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4594.html
"1205.01(a)(v) - Amendments to Disclaim, Delete, or Amend the Unregistrable Symbol or Designation",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4613.html
1205.01(a)(vi) - Parties Authorized to use the Red Crescent and Third Protocol Emblem,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4629.html
1205.01(b) - Examination Procedures for Marks Comprising Matter Related to the United States Olympic Committee or the Olympics,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d37_311.html
1205.01(b)(i) - Nature of the Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d3b_284.html
1205.01(b)(ii) - Issuing Other Substantive Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d3e_12d.html
"1205.01(b)(iii) - Amendments to Disclaim, Delete, or Amend the Unregistrable Wording or Symbol",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d45_217.html
1205.01(b)(iv) - Consent to Register,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d48_2a4.html
"1205.01(b)(v) - First Use On or After September 21, 1950",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d4b_207.html
"1205.01(b)(vi) - First Use Before September 21, 1950 – Grandfather Clause",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d4e_33.html
1205.01(b)(vii) - Date of First Use Not Specified,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1ff5f_1205_01-b-vii.html
1205.01(b)(viii) - Geographic-Reference Exception,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d51_1d9.html
1205.01(c) - Examination Procedures for Marks Containing Greek Red Cross or the Phrases “Red Cross” or “Geneva Cross”,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501c.html
"1205.01(c)(i) - Date of First Use is Before or After June 25, 1948",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501ci.html
1205.01(c)(ii) - Date of First Use Not Specified,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501cii.html
1205.01(c)(iii) - Applicable Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501ciii.html
"1205.01(c)(iv) - Amendments to Disclaim, Delete, or Amend the Unregistrable Symbol or Designation",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501civ.html
1205.01(d) - Examination Procedures for Marks Containing the Swiss Confederation Coat of Arms or Flag,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501d.html
1205.01(d)(i) - Refusal Under Sections 1 and 45: Swiss Coat of Arms Not in Lawful Use,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501di.html
1205.01(d)(i)(A) - When a Refusal Under Sections 1 and 45 Must Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_27db4_229.html
1205.01(d)(i)(B) - When an Advisory Should Be Provided,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_2826b_1c7.html
1205.01(d)(i)(C) - When a Refusal Under Sections 1 and 45 Should Not Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_28385_266.html
1205.01(d)(i)(D) - Applicant’s Response to Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_29a19_2e4.html
1205.01(d)(i)(E) - Refusals Based on Extrinsic Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_2a04a_aa.html
1205.01(d)(ii) - Refusal Under §2(b): Swiss Flag or Swiss Coat of Arms,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501dii.html
1205.01(d)(ii)(A) - When a Refusal Under §2(b) Must Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiA.html
1205.01(d)(ii)(B) - When an Advisory Should Be Provided,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiB.html
1205.01(d)(ii)(C) - When a Refusal Under §2(b) Should Not Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiC.html
1205.01(d)(ii)(D) - Applicant’s Response to Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiD.html
1205.01(d)(iii) - Other Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84f_1d656_32c.html
1205.01(d)(iv) - Examples,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d2241c_1990e_25b.html
1205.02 - Article 6ter of the Paris Convention,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4645.html
1205.03 - Native American Tribal Insignia,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d2266d_1677c_147.html
"1206 - Refusal on Basis of Name, Portrait, or Signature of Particular Living Individual or Deceased U.S. President Without Consent",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4690.html
"1206.01 - Name, Portrait, or Signature of Particular Living Individual",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4740.html
1206.02 - Connection with Goods or Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4797.html
1206.03 - When Inquiry is Required,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4835.html
1206.04 - Consent of Individual or President’s Widow,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4887.html
1206.04(a) - Consent Statement Must Be Written Consent to Registration,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4891.html
1206.04(b) - Consent May Be Presumed From Signature of Application,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4922.html
1206.04(c) - New Consent Not Required if Consent is of Record in Valid Registration Owned by Applicant,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4974.html
1206.04(d) - Implicit Consent,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4995.html
1206.05 - Names and Likenesses That Do Not Identify a Particular Living Individual,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5010.html
"1207 - Refusal on Basis of Likelihood of Confusion, Mistake, or Deception",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5036.html
1207.01 - Likelihood of Confusion,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5044.html
1207.01(a) - Relatedness of the Goods or Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5130.html
1207.01(a)(i) - Goods or Services Need Not Be Identical,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5146.html
1207.01(a)(ii) - Establishing Relatedness of Goods to Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5185.html
1207.01(a)(ii)(A) - Food and Beverage Products Versus Restaurant Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5218.html
1207.01(a)(iii) - Reliance on Identification of Goods/Services in Registration and Application,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5267.html
1207.01(a)(iv) - No “Per Se” Rule,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5323.html
1207.01(a)(v) - Expansion-of-Trade Doctrine,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5353.html
1207.01(a)(vi) - Evidence Showing Relatedness of Goods or Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5376.html
1207.01(b) - Similarity of the Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5395.html
1207.01(b)(i) - Word Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5423.html
1207.01(b)(ii) - Similarity In Appearance,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5438.html
1207.01(b)(iii) - Comparing Marks that Contain Additional Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5475.html
1207.01(b)(iv) - Similarity in Sound – Phonetic Equivalents,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5562.html
1207.01(b)(v) - Similarity in Meaning,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5587.html
1207.01(b)(vi) - Doctrine of Foreign Equivalents,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5616.html
1207.01(b)(vi)(A) - Background,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5649.html
1207.01(b)(vi)(B) - When an Ordinary American Purchaser Would “Stop and Translate”,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5695.html
1207.01(b)(vi)(C) - Likelihood of Confusion Factors Still Apply When Assessing Whether Marks are Confusingly Similar,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5832.html
1207.01(b)(vii) - Transposition of Terms,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5865.html
1207.01(b)(viii) - Marks Consisting of Multiple Words,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5885.html
1207.01(b)(ix) - Weak or Descriptive Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5916.html
1207.01(b)(x) - Parody Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5948.html
1207.01(b)(xi) - Color Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1fd11_1960e_2bb.html
1207.01(c) - Design Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5973.html
1207.01(c)(i) - Legal Equivalents – Comparison of Words and Their Equivalent Designs,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5994.html
1207.01(c)(ii) - Composite Marks Consisting of Both Words and Designs,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6009.html
1207.01(c)(iii) - Comparison of Standard Character Marks and Special Form Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6043.html
1207.01(c)(iv) - Matter Depicted in Broken Lines,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6065.html
1207.01(d) - Miscellaneous Considerations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6073.html
1207.01(d)(i) - Doubt Resolved in Favor of Registrant,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6077.html
1207.01(d)(ii) - Absence of Actual Confusion,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6089.html
1207.01(d)(iii) - Third-Party Registrations and Evidence of Third-Party Use,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6101.html
1207.01(d)(iv) - Collateral Attack on Registration Improper in Ex Parte Proceeding,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6170.html
1207.01(d)(v) - Classification of Goods/Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6193.html
1207.01(d)(vi) - Prior Decisions of Examining Attorneys,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6205.html
1207.01(d)(vii) - Sophisticated Purchasers,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6217.html
1207.01(d)(viii) - Consent Agreements,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6229.html
1207.01(d)(ix) - Fame of the Prior Registered Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6296.html
